train/test,log type,severity,class,text,Reference,label_4class,label_node,label_job,label_total
train,syslog,3,file system,mmfs: [E] Close connection [ip] [vngpuc NODE ID] <c0n[interface ID]> (connection by peer). Attempting reconnect.,,0,1,1,1
train,DELL LC ,3,power,Chassis Management Controller (CMC) is unable to turn on the component arg1 - arg2 because of insufficient power.,,0,1,1,1
train,DELL LC ,3,storage,The arg1 NVRAM has corrupt data.,,0,1,1,1
train,syslog,3,file system,"mmsysmon: [E] Event raised: A majority of the quorum nodes are not reachable over the management network Item=PC_QUORUM_NODES,ErrMsg='Ping CCR quorum nodes failed',Failed='[ip];[ip];[ip]'",,0,1,1,1
train,DELL LC ,2,os,The OS watchdog timer powered cycle the system.,,0,1,1,1
train,syslog,3,"bmc, management module",kernel: ipmi_si IPI[kNUM]:00: There appears to be no BMC at this location,,0,1,1,1
test,syslog,3,"bios, firmware, driver","kernel: NVRM: API mismatch: the client has the version [version], but#012NVRM: this kernel module has the version [version] Please#012NVRM: make sure that this kernel module and all NVIDIA driver#012NVRM: components have the same version.",,0,1,1,1
test,syslog,3,file system,kernel: XFS (md[NUM]:) log I/O error -5,,0,1,1,1
train,syslog,2,os,kernel: BUG: Bad page cache in process ptlrpcd_04_03 pfn:[kNUM],,0,1,1,1
test,syslog,3,"bus, io module, pci","smad: [ALERT ]: CRITICAL: Improperly seated or missing device (Standby fault, Riser 3)",,0,1,1,1
train,DELL LC ,3,"bus, io module, pci",A PCIe error has occurred.,,0,1,1,1
train,syslog,3,"bios, firmware, driver",kernel: mlx5_core [device id]: poll_health:838:([PID]): Fatal error 1 detected,https://lore.kernel.org/netdev/26dedb23-819f-8121-6e04-72677110f3cc@linux.ibm.com/T/,0,1,1,1
train,DELL LC ,3,"bus, io module, pci",A fatal error was detected on a component at bus arg1 device arg2 function arg3 .,,0,1,1,1
train,syslog,2,"voltage, current","Server_Administrator: [NUM] - Instrumentation Severity: Warning, Category: System Health, MessageID: VLT401, Message: Unable to read PS1 Voltage 1 sensor value.",,0,1,1,1
train,syslog,3,file system,mmfs: [E] Close connection [ip] [sth NODE ID] <c0n[interface ID]> (connection by peer). Attempting reconnect.,,0,1,1,1
train,syslog,3,gpu,"NVRM: Xid (PCI:0000:01:00): 74, pid=1674201, NVLink: Failed to train link 0 to remote PCI:0000:41:00",,0,1,1,1
train,DELL LC ,3,"bus, io module, pci",The mezzanine card arg1 is absent.,,0,1,1,1
train,syslog,3,file system,"mmfs: [E] sdrServ: Communication [path] 134 (<none>)[path], [err 79] Can not access a needed shared library",,0,1,1,1
train,syslog,3,service,systemd: nv_peer_mem[SEC]service: Failed with result 'exit-code'.,,0,1,1,1
train,syslog,3,file system,kernel: LustreError: LOG ID:(osc_request.c:[kNUM]:osc_brw_redo_request()) @@@ redo for recoverable error -5 req@[ID] x[ID][path]([NUM]) o4->lsr05-OST[kNUM]osc-[ID]@[ip]@o2ib:6[path] lens [kNUM][path] e 0 to 0 dl [kNUM] ref 2 fl Interpret:RM[path] rc -5[path],,0,1,1,1
train,syslog,3,file system,mmfs: [E] Close connection [ip] [sth NODE ID] <c0n[interface ID]> (Broken pipe). Attempting reconnect.,,0,1,1,1
test,syslog,3,file system,kernel: LustreError: LOG ID:(obd_mount.c:202:lustre_start_simple()) MGC[ip]@o2ib setup error -2,,0,1,1,1
train,DELL LC ,3,memory,Intel DDR Memory interconnect arg1 has a non-recoverable issue.,,0,1,1,1
train,DELL LC ,2,power,Unable to access the PSU arg1 FRU data.,,0,1,1,1
train,syslog,3,nic,collectl: Error 'connection by peer' writing to socket,,0,1,1,1
train,syslog,3,file system,kernel: LustreError: LOG ID:(mdc_locks.c:[kNUM]:mdc_intent_getattr_async_interpret()) ldlm_cli_enqueue_fini: -5,,0,1,1,1
train,DELL LC ,2,storage,Failed to boot from A.,,0,1,1,1
train,DELL LC ,2,"voltage, current",An output under voltage fault detected on power supply arg1 .,,0,1,1,1
train,syslog,3,file system,mmsysmon: [E] Event raised: The node is not able to reach enough quorum nodes[path] to work properly.,,0,1,1,1
train,DELL LC ,3,power,Unable to turn on the server arg1 because the power requirement request exceeds the power cap value.,,0,1,1,1
train,DELL LC ,2,fan,Fan - The ( arg1 ) fan is running faster than expected.,,0,1,1,1
train,DELL LC ,3,"bios, firmware, driver",CEM Storage Management encountered internal error.,,0,1,1,1
train,syslog,3,"bios, firmware, driver",nv-fabricmanager: lost socket connection global and local fabric manager instance,,0,1,1,1
test,HPE IML,3,memory,DIMM initialization error,,0,1,1,1
train,syslog,3,service,systemd: nvidia-persistenced.service: Processes still around after SIGKILL. Ignoring.,,0,1,1,1
train,syslog,3,gpu,"kernel: NVRM: Xid (PCI:[device id]): 80, pid=[PIDNUM], Channel ID [kNUM] intr0 [kNUM]",,0,1,1,1
test,syslog,3,file system,mmsysmon: [E] Event raised: The file system gpfs.sr06 was forced (forced) to unmount.,,0,1,1,1
train,DELL LC ,2,"voltage, current",CPU arg1 arg2 voltage is outside of range.,,0,1,1,1
train,syslog,3,"bios, firmware, driver","Server_Administrator: [NUM] - Instrumentation Severity: Warning, Category: System Health, MessageID: SYS105, Message: Unable to process the event: An OEM diagnostic event occurred. Date and time of event: Sat Apr 23 06:56:15 2022.",,0,1,1,1
train,DELL LC ,3,board,DMA controller failed.,,0,1,1,1
train,syslog,3,file system,kernel: XFS (md[NUM]:) Unable to update superblock counters. Freespace may not be correct [path] mount.,,0,1,1,1
train,syslog,3,gpu,"NVRM: Xid (PCI:0000:84:00): 48, pid=13803, An uncorrectable ECC error has been detected on GPU in GPC6 GCC",,0,1,1,1
train,DELL LC ,2,"voltage, current",An output under current fault detected on power supply arg1 .,,0,1,1,1
train,DELL LC ,2,cpu,Uncorrectable Machine Check Exception detected on CPU arg1 .,,0,1,1,1
train,DELL LC ,2,power,The system is halted because of insufficient power.,,0,1,1,1
train,DELL LC ,3,storage,Bad block sense error from arg1,,0,1,1,1
train,DELL LC ,3,nic,The Multi-Chassis Management (MCM) lead chassis is unable to communicate with the backup chassis arg1 because of network issues.,,0,1,1,1
train,DELL LC ,3,"bmc, management module",Unable to allocated required CMC resources.,,0,1,1,1
test,DELL LC ,2,board,CMOS failed.,,0,1,1,1
train,syslog,2,os,abrt-dump-journal-oops: Reported 1 kernel oopses to Abrt,,0,1,1,1
train,syslog,3,service,systemd: openib[eth ID].service: Failed with result 'exit-code'.,,0,1,1,1
train,DELL LC ,3,"bus, io module, pci",Unable to connect to the device over arg1 because a connection error occurred.,,0,1,1,1
train,syslog,3,file system,mmsysmon: [E] Event raised: The IBM Spectrum Scale service process is unresponsive [path] node. Normal operation be done.,,0,1,1,1
test,syslog,3,file system,kernel: LNetError: LOG ID:(o2iblnd.c:[kNUM]:kiblnd_dev_failover()) Failed to bind ens[eth ID]:[ip] to device([NUM]b): -19,,0,1,1,1
test,DELL LC ,2,fan,The arg1 sensor detected an error with a value of arg2 RPM.,,0,1,1,1
test,syslog,3,"bios, firmware, driver",kernel: nv_peer_mem: Unknown symbol nvidia_p2p_dma_map_pages (err -22),,0,1,1,1
train,syslog,3,file system,"mmfs: Error=MMFS_PHOENIX, ID=[ID], Tag=[ID]: reason 46 Failure reason failed for gpfs.sr06 after daemon",,0,1,1,1
train,HPE IML,3,storage,A write error occurred on the Flash Media in Slot%1 of a USB storage device attached to thesystem,,0,1,1,1
train,syslog,3,storage,kernel: megaraid_sas [device id]: megasas_disable_intr_fusion called outbound_intr_mask:0x[kNUM],,0,1,1,1
test,DELL LC ,2,"bus, io module, pci",An over-temperature event detected on I/O module arg1 .,,0,1,1,1
test,syslog,3,storage,"kernel: nvme nvme1: Device not ready; aborting initialisation, CSTS=[ADDR]",,0,1,1,1
train,DELL LC ,3,board,The system performance degraded because of thermal protection.,,0,1,1,1
train,syslog,3,"bios, firmware, driver",kernel: nv_peer_mem: Unknown symbol nvidia_p2p_dma_unmap_pages (err -22),,0,1,1,1
test,syslog,3,file system,"kernel: nfs: server [ip] not responding, timed out",,0,1,1,1
train,syslog,3,file system,mmfs: [E] Timed out in [SEC] seconds waiting for a commMsgCheckMessages reply from node [ip] [agpu NODE ID]. Sending expel message.,,0,1,1,1
train,DELL LC ,2,board,Unable to turn on the server arg1 because of an inconsistency between the chassis and server components.,,0,1,1,1
test,syslog,3,file system,"kernel: LustreError: LOG ID:(osc_cache.c:962:osc_extent_wait()) extent [ID]@{[0 -> [kNUM][path]], [3|0|+|rpc|wiY|[ID]], [[kNUM]|[kNUM]|+|-|[ID]|[kNUM]|[ID]]} lsr05-OST[kNUM]osc-[ID]: wait ext to 0 timedout, recovery in progress?",,0,1,1,1
train,DELL LC ,3,"setting, config",The system has detected a storage backplane that is not supported in this system or configuration. The backplanes functionality may be degraded or disabled.,,0,1,1,1
test,DELL LC ,2,"voltage, current",The arg1 voltage is outside of range.,,0,1,1,1
train,syslog,3,"bios, firmware, driver",kernel: nvidia_exit_module+[ADDR][path] [nvidia],,0,1,1,1
train,HPE IML,3,memory,DIMM Initialization Error: Processor %1 %2,,0,1,1,1
train,syslog,3,file system,mmsysmon: [E] Event raised: Reconnect to [ip] [agpu NODE ID] <c0n[interface ID]> failed,,0,1,1,1
train,DELL LC ,3,memory,The Non-Volatile Dual In-line Memory Module (NVDIMM) device in the slot arg1 is unable to restore the data that was saved in the previous save operation.,,0,1,1,1
train,syslog,3,os,gdm: Child process -25089 was already dead.,"https://bugzilla.redhat.com/show_bug.cgi?id=1292440, https://groups.google.com/g/linux.debian.bugs.dist/c/iJ5SiRHRGlo",0,1,1,1
train,DELL LC ,2,"bios, firmware, driver",System BIOS has halted due to Non-Maskable Interrupt (NMI).,,0,1,1,1
train,DELL LC ,3,"bus, io module, pci",A PCIe link training failure is observed in arg1 and the link is disabled. The system has halted.,,0,1,1,1
train,syslog,2,power,"Server_Administrator: [NUM] - Instrumentation Severity: Critical, Category: System Health, MessageID: PSU0908, Message: Power lost [path] unit PS1 Status.",,0,1,1,1
test,HPE IML,2,fan,"System Fan Removed (Fan %1, Location %2)",,0,1,1,1
train,syslog,3,switch,nv-fabricmanager: a fatal error occurred [path] port(s) 10 11 32 33 [path] physical id: 11 pci bus id: 00000000:AC:00.0 and requires corresponding ports reset to recover.,,0,1,1,1
train,DELL LC ,2,battery,The arg1 battery is absent.,,0,1,1,1
train,DELL LC ,3,storage,Drive arg1 is in the failed array.,,0,1,1,1
train,HPE IML,3,storage,Slot %1 Drive Array Controller - Memory Error(s)Occurred during controller cache self-test,,0,1,1,1
train,DELL LC ,3,"bus, io module, pci",A bus time-out was detected on a component at slot arg1 .,,0,1,1,1
train,syslog,3,file system,kernel: LustreError: LOG ID:(file.c:[kNUM]:ll_inode_revalidate_fini()) lscr21: revalidate FID [0x[kNUM]:[ADDR]:[ADDR]] error: rc = -4,https://wiki.lustre.org/Lustre_2.12.0_Changelog,0,1,1,1
test,syslog,3,switch,kernel: mlx5_core [device id]: Event logged [IO_PAGE_FAULT domain=0x[kNUM] address=[ADDR] flags=0x[kNUM]],https://forums.developer.nvidia.com/t/mlx5-core-will-cause-a-leak-of-a-command-resource/226808,0,1,1,1
train,syslog,3,file system,mmsysmon: [E] Event raised: Found stale mounts for gpfs.sr06,,0,1,1,1
train,DELL LC ,2,os,Failed to boot.,,0,1,1,1
train,DELL LC ,2,"bios, firmware, driver",SuperIO failed.,,0,1,1,1
train,DELL LC ,3,storage,The peripheral sled in slot arg1 initialization is not complete.,,0,1,1,1
train,syslog,3,file system,kernel: LustreError: LOG ID:(mdc_request.c:667:mdc_replay_open()) @@@ Can't properly replay without open data. req@[ID] x[ID][path]([NUM]) o[kNUM]>lsr05-MDT[kNUM]mdc-[ID]@[ip]@o2ib:12[path] lens 592[path] e 0 to 0 dl [kNUM] ref 3 fl Interpret:RP[path] rc 301[path],,0,1,1,1
train,DELL LC ,3,fan,Fan arg1 is disabled.,,0,1,1,1
train,syslog,3,"bios, firmware, driver",kernel: NVRM: The NVIDIA probe routine was not called for 8 device(s).,,0,1,1,1
train,HPE IML,3,storage,Drive array error,,0,1,1,1
test,syslog,3,storage,"kernel: Buffer I/O error on dev nvme1n1, logical block 0, async page read",https://forums.debian.net/viewtopic.php?p=738192,0,1,1,1
train,DELL LC ,3,board,The storage adapter is absent.,,0,1,1,1
train,DELL LC ,3,storage,The NVRAM has corrupted data on arg1 .,,0,1,1,1
train,HPE IML,3,memory,"NVDIMM Error: Processor %1, DIMM %2.NVDIMM set for interleaving disabled but systemconfigured for interleaving enabled. AllNVDIMMs on Processor %3 are disabled.",,0,1,1,1
train,DELL LC ,2,board,Backplane arg1 arg2 cable is disconnected.,,0,1,1,1
test,syslog,3,file system,mmsysmon: [E] Event raised: The local file system with the mount point / used for [path] reached a nearly exhausted level with under [NUM] MB free space.,,0,1,1,1
train,HPE IML,3,storage,Slot %1 Smart Array - Controller failure. %2,,0,1,1,1
train,syslog,3,file system,mmsysmon: [E] Event raised: Found stale mounts for gpfs.ml3,,0,1,1,1
train,syslog,3,file system,mmfs: [E] Close connection [ip] [sth NODE ID] <c0n[interface ID]>:[0] (Connection by peer). Attempting reconnect.,,0,1,1,1
train,HPE IML,3,storage,Lost data in the write back cache,,0,1,1,1
train,DELL LC ,3,power,Chassis Management Controller (CMC) is unable to allocate power to one or more PCIe adapters in the Chassis Infrastructure component.,,0,1,1,1
test,syslog,3,"bios, firmware, driver",kernel: acpi PNP[kNUM]:00: _OSC: platform does not support [SHPCHotplug AER LTR DPC],https://bbs.archlinux.org/viewtopic.php?id=257499,0,1,1,1
train,HPE IML,3,storage,Slot %1 Smart Array: Storage enclosure problemdetected: %2. %3,,0,1,1,1
train,DELL LC ,3,memory,The Non-Volatile Dual In-line Memory Module (NVDIMM) device in the slot arg1 is not responding.,,0,1,1,1
train,syslog,3,"resource management, scheduler",kernel: [PID](gpu_burn) over core_pipe_limit,,0,1,1,1
train,syslog,3,file system,"kernel: LNetError: LOG ID:(o2iblnd_[kNUM]:[kNUM]:kiblnd_check_txs_locked()) Timed out tx: active_txs, [SEC] seconds",,0,1,1,1
train,syslog,3,os,grub2-set-bootflag: Error canonicalizing [path] filename: No such file or directory,,0,1,1,1
train,syslog,3,file system,kernel: LustreError: [kNUM]: lscr21-OST[kNUM]osc-[ID]: operation to node [ip]@o2ib[eth ID] failed: rc = -16,,0,1,1,1
train,syslog,3,cpu,kernel: Kernel panic - not syncing: RCU Stall,https://access.redhat.com/solutions/5534961,0,1,1,1
train,DELL LC ,3,power,Unable to turn on the sled in the sled slot arg1 because of insufficient power.,,0,1,1,1
train,syslog,3,gpu,"NVRM: Xid (PCI:0000:c9:00): 45, pid=2364065, Ch 0000000e",,0,1,1,1
train,syslog,3,file system,mmfs: [E] VERBS RDMA closed connection [ip] ([sth NODE ID]) [path] port [NUM] fabnum [NUM] index [IDX]0 [cookie ID] RDMA send error IBV_WC_RETRY_EXC_ERR,,0,1,1,1
train,syslog,3,file system,"kernel: LustreError: LOG ID:(mgc_request.c:249:do_config_log_add()) MGC[ip]@o2ib: failed processing log, type 1: rc = -5",,0,1,1,1
train,syslog,3,file system,kernel: LustreError: LOG ID:(vvp_io.c:[kNUM]:vvp_io_init()) lsr05: refresh file layout [0x[kNUM]:0x[kNUM]:[ADDR]] error -4.,,0,1,1,1
train,syslog,3,switch,kernel: NVSwitch: assertion,,0,1,1,1
train,DELL LC ,3,memory,"The memory Built-In Self-test (BIST) has detected one or more errors on the DIMM installed on memory slot: arg1 . As a result, the corresponding DIMM has been disabled.",,0,1,1,1
test,syslog,3,gpu,"kernel: NVRM: Xid (PCI:[device id]): 31, pid=[PIDNUM], Ch [kNUM], intr [kNUM] MMU Fault: ENGINE GRAPHICS GPCCLIENT_GCC faulted @ 0x[kNUM]_[kNUM] Fault is of type FAULT_PDE  access_TYPE_VIRT_READ",,0,1,1,1
train,HPE IML,2,fan,"Fan failure (Fan %1, Location %2)",,0,1,1,1
train,DELL LC ,2,power,Power state change failed on arg1 . (from arg2 to arg3 ),,0,1,1,1
train,DELL LC ,3,board,Chassis intrusion sensor may have failed.,,0,1,1,1
train,DELL LC ,3,battery,The storage battery has failed.,,0,1,1,1
test,DELL LC ,3,"bmc, management module",Unable to initialize iDRAC because of some critical issues.,,0,1,1,1
test,syslog,3,os,"dracut: dracut module 'resume' will not be installed, because it's in the list to be omitted!",,0,1,1,1
train,DELL LC ,3,memory,The Non-Volatile Dual In-line Memory Module (NVDIMM) device in the slot arg1 cannot be configured to save data during a power loss because of an issue in the NVDIMM.,,0,1,1,1
train,syslog,3,service,"systemd: nv_peer_mem[SEC]service: Control process exited, code=exited status=1",,0,1,1,1
train,DELL LC ,2,os,A soft shut-down initiated by platform event filter.,,0,1,1,1
train,DELL LC ,2,power,The Power Supply Unit (PSU) arg1 is turned off because it is not compatible with the other PSUs used in the Chassis.,,0,1,1,1
test,syslog,3,gpu,kernel: NVRM: GPU [device id]: Device is currently unavailable,,0,1,1,1
train,DELL LC ,2,battery,A CMOS battery loss is detected resulting in an invalid BIOS configuration.,,0,1,1,1
train,DELL LC ,2,battery,The system board battery has failed.,,0,1,1,1
train,HPE IML,2,"bus, io module, pci",Temperature exceeded on PCIe disk %1.,,0,1,1,1
test,DELL LC ,2,cpu,CPU bus parity error detected.,,0,1,1,1
test,syslog,3,file system,mmfs: [E] VERBS RDMA closed connection [ip] ([sth NODE ID]) [path] port [NUM] fabnum [NUM] sl 0 index [IDX]0 [cookie ID] error 733,,0,1,1,1
test,syslog,3,"bios, firmware, driver","openib[eth ID]: Module ib_umad belong to kernel-modules which is not a part of MLNX_OFED, skipping...#033[60G[#033[1;31mFAILED#033[0;39m]",https://kb.brightcomputing.com/knowledge-base/my-mellanox-infiniband-kernel-modules-are-failing-to-load-with-the-5-0-version-of-the-mellanox-ofed/,0,1,1,1
train,syslog,3,file system,pulseaudio: E: [pulseaudio] module-protocol-stub.c: Failed to create socket directory '[path]': no space left on device,,0,1,1,1
train,HPE IML,3,memory,Memory Channel Error,,0,1,1,1
test,syslog,3,gpu,"NVRM: Xid (PCI:0000:88:00): 79, pid=0, GPU has fallen off the bus.",,0,1,1,1
train,DELL LC ,3,memory,"The Dual Inline Memory Module (DIMM) in the memory slot arg1 is disabled because of initialization errors caused by uncorrectable memory errors, invalid configuration, and others.",,0,1,1,1
train,DELL LC ,3,"bus, io module, pci",A fabric mismatch detected for mezzanine card arg1 .,,0,1,1,1
test,HPE IML,3,memory,NVDIMM sanitization error,,0,1,1,1
train,DELL LC ,3,memory,The Non-Volatile Dual In-line Memory Module (NVDIMM) device in the slot arg1 has reached the end of supported life duration and is placed in write-protect mode.,,0,1,1,1
test,syslog,3,service,systemd: LSF.mount: Failed with result 'timeout'.,,0,1,1,1
test,syslog,3,file system,fsnotifier: inotify_add_watch([path][eth ID][path]): no space left on device,,0,1,1,1
train,syslog,3,service,"systemd: nvidia-persistenced.service: Control process exited, code=exited status=([NUM])",,0,1,1,1
train,syslog,3,gpu,"kernel: NVRM: Xid (PCI:[device id]): 31, pid=[PIDNUM], Ch [kNUM], intr [kNUM] MMU Fault: ENGINE GRAPHICS UNRECOGNIZED_CLIENT faulted @ [ADDR]_[kNUM] Fault is of type UNRECOGNIZED_FAULT UNRECOGNIZED_ access_TYPE",,0,1,1,1
train,syslog,3,file system,"mmfs: [X] File System gpfs.sr06 unmounted by the system with return code 218, reason 0, at line 1226 in [path]",,0,1,1,1
test,syslog,3,file system,"kernel: LNetError: LOG ID:(o2iblnd_[kNUM]:[kNUM]:kiblnd_check_conns()) Timed out RDMA with [ip]@o2ib[eth ID] ([NUM]:) c: 0, oc: 0, rc: 8",,0,1,1,1
train,DELL LC ,3,nic,The LAN is disconnected.,,0,1,1,1
train,DELL LC ,3,memory,"Memory is configured, but not usable.",,0,1,1,1
test,DELL LC ,3,"bus, io module, pci",A PCIe link training failure is observed in arg1 and device link is disabled.,,0,1,1,1
train,DELL LC ,3,board,The arg1 sensor state has changed to a failed state with a value of arg2 A.,,0,1,1,1
train,DELL LC ,3,storage,Drive arg1 is removed.,,0,1,1,1
test,DELL LC ,3,"bios, firmware, driver",A software error was detected on a component at bus arg1 device arg2 function arg3 .,,0,1,1,1
train,DELL LC ,3,storage,arg1 SAS expander error: arg2,,0,1,1,1
train,DELL LC ,2,board,Heat Sink - Heat sink clip not installed.,,0,1,1,1
train,syslog,3,file system,"mmfs: [E] Killing connection [ip] because the group is not ready for it to rejoin, err 46",,0,1,1,1
train,syslog,2,battery,Server_Administrator: [NUM] - Storage Service Controller battery is discharging: Battery 0 Controller 0,,0,1,1,1
train,syslog,3,service,systemd: nvidia-persistenced.service: Processes still around after final SIGKILL. Entering failed mode.,,0,1,1,1
train,DELL LC ,3,storage,Optical Drive arg1 - Self test: arg2 .,,0,1,1,1
train,syslog,3,file system,kernel: LustreError: [kNUM]: lsr05-OST[kNUM]osc-[ID]: operation to node [ip]@o2ib failed: rc = -11,,0,1,1,1
train,syslog,3,gpu,"kernel: NVRM: Xid (PCI:[device id]): 45, pid=[PIDNUM], Ch [kNUM]",,0,1,1,1
train,syslog,3,service,systemd: nvidia-fabricmanager.service: Failed with result 'exit-code'.,,0,1,1,1
train,DELL LC ,2,"voltage, current",The arg1 sensor has failed with a value of arg2 Volts.,,0,1,1,1
train,syslog,3,os,kernel: pci [pci id] BAR [NUM]: failed to assign [mem size 0x[kNUM]],,0,1,1,1
train,DELL LC ,2,power,The power supply unit (PSU) arg1 is disabled because of a configuration mismatch and therefore the PSU is not supported on the server.,,0,1,1,1
train,syslog,3,file system,mmfs: [E] Close connection [ip] [stnfs NODE ID] <c0n[interface ID]>:[1] (connection by peer). Attempting reconnect.,,0,1,1,1
test,DELL LC ,3,"resource management, scheduler",Insufficient space on network share.,,0,1,1,1
train,syslog,3,gpu,"NVRM: Xid (PCI:0000:84:00): 13, pid=19146, Graphics Exception: ChID 000f, Class 0000b1c0, Offset 000001b4, Data 80000660",,0,1,1,1
train,syslog,3,gpu,"kernel: NVRM: Xid (PCI:[device id]): 61, pid=[PIDNUM], [kNUM]([NUM]) [kNUM] [kNUM]",,0,1,1,1
train,syslog,3,file system,kernel: LNetError: LOG ID:(o2iblnd_[kNUM]:[kNUM]:kiblnd_rejected()) [ip]@o2ib[eth ID] rejected: o2iblnd fatal error,,0,1,1,1
train,DELL LC ,3,"bios, firmware, driver",Hard Drive - Drive error detected.,,0,1,1,1
train,syslog,2,board,"Server_Administrator: [NUM] - Instrumentation Severity: Critical, Category: System Health, MessageID: TMP504, Message: The System Board Exhaust Temp sensor has detected an error with a value of 1.0 degrees Celsius.",,0,1,1,1
train,syslog,3,file system,"mmfs: [X] connection [ip] [agpu NODE ID] <c0n[interface ID]> refused, authentication",,0,1,1,1
train,syslog,3,file system,kernel: XFS (md[NUM]:) Invalid superblock magic number,,0,1,1,1
train,syslog,3,"bios, firmware, driver","openib[eth ID]: Module ib_umad does not exist, skipping...#033[60G[#033[1;31mFAILED#033[0;39m]",,0,1,1,1
train,syslog,2,os,kernel: watchdog: BUG: soft lockup - CPU#[CPU NUM] stuck for [SEC]s! [crond:[NUM],,0,1,1,1
train,DELL LC ,3,"bmc, management module",Chassis Management Controller (CMC) is unable to send power allocation information to the component arg1 - arg2 .,,0,1,1,1
train,syslog,3,file system,kernel: FAT-fs (sdb): Can't find a valid FAT filesystem,,0,1,1,1
train,DELL LC ,2,"bus, io module, pci",Quick Path Interconnect (QPI) link initialization error detected.,,0,1,1,1
train,DELL LC ,2,battery,The Coin Cell battery in the front panel is not working.,,0,1,1,1
train,syslog,3,service,systemd: Failed to start NVIDIA fabric manager service.,,0,1,1,1
train,syslog,3,service,systemd: Failed to start General Parallel File System.,,0,1,1,1
test,DELL LC ,3,power,An auxiliary power fault issue is detected in the PCIe adapter that was turned on in PCIe slot arg1 .,,0,1,1,1
train,DELL LC ,3,"bus, io module, pci","A high-severity issue is detected in a component of the bus arg1 , device 0, function arg2 .",,0,1,1,1
test,HPE IML,3,memory,Uncorrectable Memory Error,,0,1,1,1
train,DELL LC ,2,cpu,CPU arg1 has failed the built-in self-test (BIST).,,0,1,1,1
train,DELL LC ,3,"voltage, current",The mezzanine card arg1 arg2 voltage is greater than the upper critical threshold.,,0,1,1,1
test,syslog,3,gpu,"kernel: NVRM: Xid (PCI:[device id]): 79, pid=[PIDNUM], GPU has fallen off the bus.",,0,1,1,1
train,DELL LC ,2,"bios, firmware, driver",Unable to load required BIOS files.,,0,1,1,1
train,syslog,2,"bios, firmware, driver",kernel: ACPI: \_SB_.SCK[kNUM]: Found 2 idle states,https://www.linuxquestions.org/questions/linux-from-scratch-13/lfs-hangs-at-boot-acpi-found-2-idle-states-4175687843/,0,1,1,1
train,DELL LC ,2,"voltage, current",PSU arg1 reported input under voltage fault and has been turned off.,,0,1,1,1
test,DELL LC ,2,"bios, firmware, driver",System BIOS has halted.,,0,1,1,1
train,syslog,3,gpu,"XID 64 Dynamic Page Retirement: Fatal error, unable to retire page (<address>)",,0,1,1,1
train,DELL LC ,3,power,Chassis Management Controller is unable to turn on the iDRAC on server- arg1 because power required is less than available power.,,0,1,1,1
train,syslog,3,file system,kernel: LNetError: [kNUM]: Error [kNUM] starting up LNI o2ib,,0,1,1,1
train,syslog,3,gpu,"kernel: NVRM: Xid (PCI:[device id]): 95, pid=[PIDNUM], Uncontained: DED CBC ([NUM]x10,[ADDR]). RST: Yes, D-RST: No",,0,1,1,1
test,DELL LC ,3,storage,"A high-severity issue is detected in the SSD bay arg1 , Slot arg2 .",,0,1,1,1
train,DELL LC ,3,"bus, io module, pci",The Mezz card 2 FRU for the server arg1 is not functioning.,,0,1,1,1
test,syslog,3,"bus, io module, pci",kernel: pcieport [NUM]:a4:[kNUM]: Slot([NUM]:) Link Down,,0,1,1,1
train,syslog,3,gpu,"kernel: NVRM: Xid (PCI:[device id]): 74, pid=[PIDNUM], NVLink MINION: link 0 interrupts disabled due to fatal MINION error: INTR_CODE = [ADDR], SUBCODE = [ADDR]",,0,1,1,1
train,syslog,3,gpu,"NVRM: Xid (PCI:0000:01:00): 95, pid=7062, Uncontained: LTC TAG (0x2,0x0). RST: Yes, D-RST: No",,0,1,1,1
train,syslog,3,file system,kernel: XFS (md[NUM]:) SB validate failed with error -5.,,0,1,1,1
train,syslog,3,gpu,"kernel: NVRM: Xid (PCI:[device id]): 31, pid=[PIDNUM], Ch [kNUM], intr [kNUM] MMU Fault: ENGINE GRAPHICS GPCCLIENT_T1_0 faulted @ 0x[kNUM]_[kNUM] Fault is of type FAULT_PDE  access_TYPE_VIRT_ATOMIC",,0,1,1,1
train,syslog,3,gpu,"NVRM: Xid (PCI:0000:84:00): 13, pid=1238, Graphics SM Warp Exception on (GPC 1, TPC 1): Out Of Range Address",,0,1,1,1
train,DELL LC ,3,cpu,CPU Exception Type 0x07: Math Coprocessor Not Available (Hardware).,,0,1,1,1
train,DELL LC ,3,"user, APP",CPU Exception Type 0x0E: Page Fault (Software).,,0,1,1,1
test,syslog,2,fan,"Server_Administrator: [NUM] - Instrumentation Severity: Critical, Category: System Health, MessageID: RDU0002, Message: Fan redundancy is lost.",,0,1,1,1
test,DELL LC ,2,power,The power supply unit (PSU) arg1 is disabled because of a mismatch in the input voltage and therefore the PSU is not supported on the server.,,0,1,1,1
train,syslog,3,file system,abrtd: Marking '[path][ip]-[TIMESTAMP].new' not reportable (no 'count' item),https://forums.fedoraforum.org/showthread.php?295214-systemd-and-separate-var-partition,0,1,1,1
train,syslog,3,gpu,"kernel: NVRM: Xid (PCI:[device id]): 74, pid=[PIDNUM], NVLink: Failed to train link 0 to remote PCI:[device id]",,0,1,1,1
train,DELL LC ,3,power,A power fault issue is detected in the PCIe adapter that was turned on in PCIe slot arg1 .,,0,1,1,1
train,DELL LC ,3,memory,Memory device at location arg1 failed to power off.,,0,1,1,1
