train/test,log type,severity,class,text,Reference,label_4class,label_node,label_job,label_total,masked_text
train,DELL LC ,3,memory,Memory - Memory error detect.,,0,1,1,1,detect
train,DELL LC ,3,"bus, io module, pci",Fabric mismatch is detected in the I/O Module arg1 .,,0,1,1,1,fabric mismatch i o ARG
train,syslog,3,file system,mount: mount.nfs: Connection out,,0,1,1,1,nfs out
train,syslog,3,file system,"mmfs: [E] sdrServ: Communication [path] 107 (<none>)[path], [err 79] Can not access a needed shared library",,0,1,1,1,sdrserv communication PATH 107 none PATH err 79 can access needed library
train,DELL LC ,2,"bios, firmware, driver",The BIOS watchdog timer reset the system.,,0,1,1,1,__EMPTY_MASKED__
train,syslog,3,file system,kernel: LNetError: LOG ID:(o2iblnd.c:[kNUM]:kiblnd_dev_failover()) Failed to bind ens[eth ID]:[ip] to device([NUM]b[NUM]:) -19,,0,1,1,1,lneterror o2iblnd c NUM kiblnd dev failover bind ens NETIF ADDR NUM b NUM 19
train,syslog,3,file system,mmfs: [E] Close connection [ip] [agpu NODE ID] <c0n[interface ID]> (connection out). Attempting reconnect.,,0,1,1,1,ADDR agpu NETIF out attempting
test,DELL LC ,3,power,The system performance degraded because of user-defined power capacity has changed.,,0,1,1,1,performance degraded user defined capacity changed
test,HPE IML,3,memory,NVDIMM Error - NVDIMMs cannot be initializeddue to internal error (Code : %1). NVDIMMfunctionality might be impacted,,0,1,1,1,nvdimms initializeddue internal nvdimmfunctionality might impacted
train,HPE IML,3,memory,"DIMM Initialization Error - Processor %1 Channel%2. The identified memory channel could not beproperly trained and has been mapped out.(Major Code:%3, Minor Code:%4).",,0,1,1,1,channel identified channel could beproperly trained and been mapped out minor 4
train,syslog,3,file system,mmfs: [E] Remote host [ip] [agpu NODE ID] <c0n[interface ID]> refused connection IP address [ip] was not in node list file,,0,1,1,1,remote host ADDR agpu NETIF refused ip address ADDR list
test,syslog,3,file system,mmfs: [E] Connection [ip] timed out,,0,1,1,1,ADDR timed out
train,DELL LC ,3,power,Chassis Management Controller is unable to turn on server- arg1 because PSU redundancy is lost and the available power is insufficient.,,0,1,1,1,turn ARG psu redundancy lost and available
train,syslog,3,switch,nv-fabricmanager: detected NVSwitch fatal error 20034 [path] 0 [path] pci bus id [ID]:A9:00.0 physical id [ID] port [NUM],,0,1,1,1,fabricmanager 20034 PATH 0 PATH ID a9 0 physical ID NUM
train,syslog,3,file system,mmfs: [E] Close connection [ip] [vngpuc NODE ID] <c0n[interface ID]>:[0] (Broken pipe). Attempting reconnect.,,0,1,1,1,ADDR vngpuc NETIF 0 broken attempting
train,DELL LC ,3,power,Power supply redundancy is lost.,,0,1,1,1,redundancy lost
train,DELL LC ,2,cpu,CPU arg1 : arg2 exception occurred.,,0,1,1,1,ARG ARG
train,syslog,3,file system,"mmfs: [E] Timeout executing mmQuorumLossExit command ""[path]"" args ""[path] mmquorumlossexit sr06.[sth NODE ID] "" with delay 104.857500 secs, num read status 20",,0,1,1,1,timeout executing mmquorumlossexit command PATH args PATH mmquorumlossexit sr06 sth delay 104 857500 secs read 20
train,syslog,3,os,kernel: pci [pci id] BAR [NUM]: no space for [mem size 0x[kNUM] 64bit pref],,0,1,1,1,ID NUM space for NUM 64bit pref
test,DELL LC ,2,"voltage, current",The system board arg1 voltage is greater than the upper critical threshold.,,0,1,1,1,ARG greater upper
train,DELL LC ,3,"bus, io module, pci",A PCI parity error was detected on a component at slot arg1 .,,0,1,1,1,parity ARG
train,DELL LC ,3,memory,Memory device at location arg1 is disabled.,,0,1,1,1,ARG disabled
train,DELL LC ,3,"bus, io module, pci",The IO Module in slot arg1 is not responding to data requests due to communication error.,,0,1,1,1,ARG data requests due communication
train,syslog,3,"bios, firmware, driver",root: nv_peer_mem: Error: the following required module is not loaded: nvidia,,0,1,1,1,root peer following required loaded
train,DELL LC ,2,cpu,Unsupported processor(s) are installed.,,0,1,1,1,s installed
test,syslog,2,os,kernel: watchdog: BUG: soft lockup - CPU#[CPU NUM] stuck for [SEC]s! [systemd:[NUM],,0,1,1,1,soft lockup NUM stuck for NUM s NUM
train,DELL LC ,2,board,Inlet temperature is above critical level for extended duration.,,0,1,1,1,inlet above level for extended duration
train,DELL LC ,2,"voltage, current",Processor module arg1 voltage is outside of range.,,0,1,1,1,ARG
train,DELL LC ,2,fan,Fan arg1 RPM is greater than the upper critical threshold.,,0,1,1,1,ARG greater upper
train,DELL LC ,3,memory,Multi-bit memory errors detected on a memory device at location(s) arg1 .,,0,1,1,1,multi bit errors s ARG
train,HPE IML,3,memory,Data failed to load from the NVDIMM to volatilememory,,0,1,1,1,data load from volatilememory
train,syslog,3,storage,kernel: nvme nvme1: Removing after probe failure status: -19,https://bugzilla.kernel.org/show_bug.cgi?id=205645,0,1,1,1,nvme nvme1 removing after probe 19
train,syslog,3,file system,kernel: XFS (md[NUM]:) Log inconsistent (didn't find previous h[kNUM]r),,0,1,1,1,xfs md NUM inconsistent didn t find previous h NUM r
train,syslog,3,service,systemd: gpfs.service: Failed with result 'exit-code'.,,0,1,1,1,gpfs
test,DELL LC ,3,power,The input power supply is not available.,,0,1,1,1,input available
test,HPE IML,3,storage,A read error occurred on the Flash Media in Slot%1 of a USB storage device attached to thesystem,,0,1,1,1,read flash media usb attached thesystem
train,syslog,3,gpu,kernel: NVRM: No NVIDIA devices probed,,0,1,1,1,devices probed
train,syslog,3,os,"dracut: dracut module 'ifcfg' will not be installed, because it's in the list to be omitted!",,0,1,1,1,ifcfg will installed it s list omitted
train,DELL LC ,3,"bios, firmware, driver",Failed to program virtual MAC address on a component at bus arg1 device arg2 function arg3 .,,0,1,1,1,program virtual mac address ARG ARG function ARG
train,syslog,3,cpu,kernel: smpboot: CPU [CPU NUM] Converting physical 0 to logical die 1,https://forum.proxmox.com/threads/missing-cpu-cores.27219/,0,1,1,1,smpboot NUM converting physical 0 logical die
train,DELL LC ,3,"setting, config",MRC fatal error.,,0,1,1,1,mrc
train,HPE IML,3,storage,Drive Type 7 Signals 5 Bus 207 is Invalid NVMe Drive Port 4B Box 1 Bay 4,,0,1,1,1,7 signals 5 207 invalid nvme 4b box bay 4
train,DELL LC ,2,"voltage, current",The system board arg1 voltage is outside of range.,,0,1,1,1,ARG
train,syslog,3,os,"gdm: GdmDisplay: session registered, failing",,0,1,1,1,gdm gdmdisplay session registered failing
train,syslog,3,file system,"mmfs: [E] sdrServ: Communication [path] 120 (<none>)[path], [err 79] Can not access a needed shared library",,0,1,1,1,sdrserv communication PATH 120 none PATH err 79 can access needed library
train,syslog,2,os,kernel: BUG: Bad rss-counter state mm:[kNUM] idx:0 val:-1,https://access.redhat.com/solutions/6340791,0,1,1,1,bad rss counter state mm NUM idx 0 val
train,HPE IML,2,battery,"Smart Storage Energy Pack discharged to belowminimum voltage, resulting in the inability of theenergy pack to recharge properly (Energy Pack%1, service information: 0x05)",,0,1,1,1,energy pack discharged belowminimum inability theenergy pack recharge properly energy pack information 0x05
train,syslog,3,"framework, library",nvidia-persistenced: Failed to open libnvidia-cfg.so.([NUM]): libnvidia-cfg.so.([NUM]): cannot open shared object file: No such file or directory,,0,1,1,1,libnvidia cfg so NUM libnvidia cfg so NUM
train,DELL LC ,3,power,Power Supply arg1 : CRC error detected.,,0,1,1,1,ARG crc
train,syslog,3,"bios, firmware, driver","openib[eth ID]: Module ib_uverbs does not exist, skipping...#033[60G[#033[1;31mFAILED#033[0;39m]",,0,1,1,1,openib NETIF ib uverbs does exist 60g 31mfailed 0
test,DELL LC ,2,power,Cannot communicate with power supply arg1 .,,0,1,1,1,ARG
test,syslog,3,switch,"kernel: nvidia-nvswitch1: SXid (PCI:[device id]): 10003, Fatal, unhandled interrupt",,0,1,1,1,nvswitch1 ID 10003 unhandled interrupt
train,HPE IML,3,memory,Correctable Memory Error Threshold Exceeded (Processor 2. DIMM 1),,0,1,1,1,correctable exceeded
train,syslog,2,fan,"Server_Administrator: [NUM] - Instrumentation Severity: Critical, Category: System Health, MessageID: FAN0026, Message: The System Board Fan10A sensor detected an error with a value of 0 RPM.",,0,1,1,1,administrator NUM instrumentation severity category health messageid fan0026 message fan10a an value 0
train,DELL LC ,3,memory,Memory device at location arg1 is in a degraded state.,,0,1,1,1,ARG degraded state
test,syslog,3,file system,"kernel: LustreError: LOG ID:(osc_request.c:[kNUM]:brw_interpret()) lsr05-OST[kNUM]osc-[ID]: too many resent retries for object: 0:[kNUM], rc = [kNUM]",,0,1,1,1,osc request c NUM brw interpret lsr05 ost NUM osc ID too many resent retries for 0 NUM rc NUM
train,HPE IML,3,storage,Enclosure induced event (enclosure power loss),,0,1,1,1,enclosure induced event enclosure loss
train,syslog,2,"voltage, current","Server_Administrator: [NUM] - Instrumentation Severity: Critical, Category: System Health, MessageID: VLT404, Message: The System Board PDB_VRD_PG_ALL sensor detected an error with a value of Bad Volts.",,0,1,1,1,administrator NUM instrumentation severity category health messageid vlt404 message pdb vrd pg all an value bad volts
test,DELL LC ,2,storage,Disk drive bay temperature is greater than the upper critical threshold.,,0,1,1,1,disk bay greater upper
train,syslog,3,gpu,"kernel: NVRM: Xid (PCI:[device id]): 31, pid=[PIDNUM], Ch [kNUM], intr [kNUM] MMU Fault: ENGINE GRAPHICS GPCCLIENT_T1_0 faulted @ 0x[kNUM]_[kNUM] Fault is of type FAULT_PDE  access_TYPE_VIRT_WRITE",,0,1,1,1,ID 31 NUM NUM intr NUM mmu gpcclient t1 0 faulted NUM NUM pde access virt write
train,HPE IML,2,power,System power fault detected (XR: %1 %2 MID:%3),,0,1,1,1,xr mid
train,DELL LC ,3,"bmc, management module","CMC rebooted, because the power configuration data could not be accessed.",,0,1,1,1,rebooted data could accessed
train,syslog,3,"bios, firmware, driver","openib[eth ID]: Module rdma_ucm belong to kernel-modules which is not a part of MLNX_OFED, skipping...#033[60G[#033[1;31mFAILED#033[0;39m]",,0,1,1,1,openib NETIF rdma ucm belong modules which part mlnx ofed 60g 31mfailed 0
train,syslog,3,gpu,"kernel: NVRM: Xid (PCI:[device id]): 95, pid=[PIDNUM], Ch [kNUM]",,0,1,1,1,ID 95 NUM NUM
train,DELL LC ,3,board,One of the I2C sensor is not responding or is not working properly. The status of Sensor health is critical.,,0,1,1,1,one i2c working properly health
train,DELL LC ,3,"bus, io module, pci",I/O module arg1 failed to boot.,,0,1,1,1,i o ARG boot
train,syslog,3,file system,mmfs: [E] Remote host [ip] [vngpuc NODE ID] <c0n[interface ID]> refused connection IP address [ip] was not in node list file,,0,1,1,1,remote host ADDR vngpuc NETIF refused ip address ADDR list
test,syslog,3,gpu,"NVRM: Xid (PCI:0000:84:00): 13, pid=1238, Graphics Exception: ESR 0x50d648=0xd000f 0x50d650=0x0 0x50d644=0xd3eff2 0x50d64c=0x7f",,0,1,1,1,13 1238 esr 0x50d648 0xd000f 0x50d650 0x0 0x50d644 0xd3eff2 0x50d64c 0x7f
train,DELL LC ,2,board,The sled arg1 arg2 temperature is greater than the upper critical threshold temperature.,,0,1,1,1,sled ARG ARG greater upper
train,HPE IML,3,storage,Drive array cache module error,,0,1,1,1,__EMPTY_MASKED__
test,syslog,2,"voltage, current","Server_Administrator: [NUM] - Instrumentation Severity: Critical, Category: System Health, MessageID: VLT404, Message: The System Board PS2 PG FAIL sensor detected an error with a value of Bad Volts.",,0,1,1,1,administrator NUM instrumentation severity category health messageid vlt404 message ps2 pg fail an value bad volts
train,syslog,3,gpu,"NVRM: Xid (0000:08:00): 58, Edc 00000003",,0,1,1,1,08 58 edc 00000003
train,HPE IML,3,storage,Errors detected on drives during previous rebuildor background surface analysis scan.,,0,1,1,1,errors drives during previous rebuildor background surface analysis scan
train,HPE IML,3,gpu,Server Critical Fault (Service Information: Standby Fault. GPU Board/Modules. GPU Board VRD (01h)),,0,1,1,1,information standby modules vrd 01h
test,syslog,3,service,systemd: libvirtd-admin.socket: Failed with result 'service-start-limit-hit'.,,0,1,1,1,libvirtd admin socket hit
train,syslog,3,file system,kernel: LustreError: LOG ID:(obd_mount.c:[kNUM]:lustre_fill_super()) Unable to mount (-19),,0,1,1,1,obd c NUM lustre fill super 19
train,DELL LC ,3,nic,The active Chassis Management Controller is no longer connected to an external network.,,0,1,1,1,active longer connected an external
train,syslog,3,storage,"kernel: blk_update_request: I/O error, dev nvme1n1, sector [NUM] op [ADDR]:(WRITE) flags 0x[kNUM] phys_seg [NUM] prio class 0",,0,1,1,1,blk update request i o dev nvme1n1 sector NUM op ADDR write flags NUM phys seg NUM prio class 0
train,DELL LC ,2,board,Backplane arg1 power cable disconnected.,,0,1,1,1,ARG disconnected
train,DELL LC ,2,power,Chassis Management Controller turned off the Server arg1 because of insufficient power at inventory.,,0,1,1,1,turned off ARG inventory
train,syslog,3,file system,abrtd: Marking '[path][ip]-[TIMESTAMP]_checked' not reportable (no 'count' item),https://forums.fedoraforum.org/showthread.php?295214-systemd-and-separate-var-partition,0,1,1,1,abrtd marking PATH reportable count item
train,syslog,3,file system,kernel: XFS (md[NUM]:) Log I/O Error Detected. Shutting down filesystem,,0,1,1,1,xfs md NUM i o shutting filesystem
train,DELL LC ,3,nic,The health status of network fabric arg1 having fabric ID as arg2 is in Critical condition.,,0,1,1,1,health fabric ARG having fabric as ARG condition
test,syslog,3,file system,"kernel: LustreError: LOG ID:(lmv_o[kNUM]:[kNUM]:lmv_fid_alloc()) Can't alloc new fid, rc -19",,0,1,1,1,lmv o NUM NUM lmv fid alloc can t alloc new fid rc 19
test,syslog,3,service,systemd: Failed to start NVIDIA Persistence Daemon.,,0,1,1,1,persistence daemon
train,DELL LC ,2,power,The power supply unit (PSU) arg1 is disabled because of a capacity mismatch and therefore the PSU is not supported on the server.,,0,1,1,1,psu ARG disabled capacity mismatch and therefore psu supported
train,DELL LC ,3,storage,Bad block replacement error on arg1 .,,0,1,1,1,bad replacement ARG
train,syslog,3,service,"systemd: LSF.mount: Mount process exited, code=exited status=32",,0,1,1,1,lsf 32
train,HPE IML,3,memory,DIMM Initialization Error: Processor %1 DIMM%2,,0,1,1,1,__EMPTY_MASKED__
train,HPE IML,3,storage,Slot %1 Smart Array: The following logical drivesare failed: %2.,,0,1,1,1,following logical drivesare
train,syslog,3,"bios, firmware, driver","Server_Administrator: [NUM] - Instrumentation Severity: Warning, Category: System Health, MessageID: SYS105, Message: Unable to process the event: A problem was detected related to the previous server boot. Date and time of event: Sat Apr 23 06:56:14 2022.",,0,1,1,1,administrator NUM instrumentation severity warning category health messageid sys105 message event problem related previous boot date and time event sat apr 23 06 56 14 2022
train,syslog,3,gpu,"kernel: NVRM: Xid (PCI:[device id]): 62, pid=[PIDNUM], [kNUM]([kNUM]) [kNUM] [kNUM]",,0,1,1,1,ID 62 NUM NUM NUM NUM NUM
test,syslog,3,file system,mmfs: [E] Close connection [ip] [sth NODE ID] <c0n[interface ID]>:[1] (connection by peer). Attempting reconnect.,,0,1,1,1,ADDR sth NETIF by peer attempting
train,syslog,3,storage,"kernel: Buffer I/O error on dev sdb1, logical block 124, lost async page write",,0,1,1,1,buffer i o dev sdb1 logical 124 lost async write
train,DELL LC ,2,"voltage, current",An output over current fault detected on power supply arg1 .,,0,1,1,1,an output ARG
train,HPE IML,2,power,Power supply or power backplane detection error,,0,1,1,1,detection
train,syslog,3,file system,"mmfs: [E] Timeout executing CallExitScript command ""[path]"" args ""[path] sendRequestToNodes requestExpelData [sth NODE ID] localNode "" with delay 104.857500 secs, num read status 20",,0,1,1,1,timeout executing callexitscript command PATH args PATH sendrequesttonodes requestexpeldata sth localnode delay 104 857500 secs read 20
train,HPE IML,3,"bus, io module, pci",Peripheral Component Interconnect Express(PCIe) Isolation Event Detected: A PCIe devicesignaled an error and was disabled,,0,1,1,1,peripheral interconnect express isolation event devicesignaled an and disabled
train,syslog,3,file system,kernel: LustreError: [kNUM]: lsr07-MDT[kNUM]mdc-[ID]: operation to node [ip]@o2ib failed: rc = [kNUM],,0,1,1,1,NUM lsr07 mdt NUM mdc ID operation ADDR o2ib rc NUM
train,DELL LC ,2,"voltage, current",CPU arg1 voltage regulator module is absent.,,0,1,1,1,ARG regulator
train,DELL LC ,2,board,arg1 exceeded the maximum warning threshold.,,0,1,1,1,ARG exceeded maximum warning
train,syslog,3,file system,mmfs: [E] Timed out in [SEC] seconds waiting for a commMsgCheckMessages reply from node [ip] [sth NODE ID]. Sending expel message.,,0,1,1,1,timed out NUM seconds waiting for commmsgcheckmessages reply from ADDR sth sending expel message
test,syslog,3,file system,mmfs: [E] Close connection [ip] [agpu NODE ID] <c0n[interface ID]>:[0] (connection by peer). Attempting reconnect.,,0,1,1,1,ADDR agpu NETIF 0 by peer attempting
test,syslog,3,gpu,"kernel: NVRM: Xid (PCI:[device id]): 13, pid=[PIDNUM], Graphics SM Warp exception (GPC 0, TPC 2, SM [NUM]:) PC Overflow",,0,1,1,1,ID 13 NUM warp gpc 0 tpc NUM pc overflow
train,DELL LC ,3,"bmc, management module",Unable to communicate with iDRAC.,,0,1,1,1,__EMPTY_MASKED__
train,HPE IML,2,fan,"Fan degraded (Fan %1, Location %2)",,0,1,1,1,degraded
train,HPE IML,3,storage,Slot %1 Smart Array: Storage link errorsdetected: %2,,0,1,1,1,errorsdetected
train,DELL LC ,3,file system,NFS Destination access denied.,,0,1,1,1,nfs destination access denied
test,HPE IML,3,storage,Disk drive is overheating,,0,1,1,1,disk overheating
test,HPE IML,2,board,Critical temperature threshold exceeded,,0,1,1,1,exceeded
train,DELL LC ,3,power,Power loss detected on the Management Module at slot arg1 due to reboot or shutdown.,,0,1,1,1,loss ARG due reboot shutdown
train,DELL LC ,3,storage,Consistency check for arg1 has detected multiple uncorrectable medium errors.,,0,1,1,1,consistency check for ARG multiple uncorrectable medium errors
train,DELL LC ,3,storage,SAS cable arg1 to expander arg2 is not connected.,,0,1,1,1,ARG expander ARG connected
train,DELL LC ,2,"voltage, current",The arg1 voltage is less than the lower critical threshold.,,0,1,1,1,ARG
train,syslog,3,os,kernel: pci [pci id] BAR [NUM]: failed to assign [io size 0x[kNUM]],,0,1,1,1,ID NUM assign NUM
train,HPE IML,2,power,System Board Power Protection Fault,,0,1,1,1,protection
train,syslog,3,service,"systemd: nvidia-persistenced.service: Main process exited, code=killed, status=([NUM])[path]",,0,1,1,1,main killed NUM PATH
train,DELL LC ,3,storage,The Enclosure Management Module (EMM) arg1 installed in sled that is available in slot arg2 has failed.,,0,1,1,1,enclosure emm ARG installed sled available ARG
train,DELL LC ,2,board,Thermal - Thermal trip detected.,,0,1,1,1,trip
train,syslog,3,"resource management, scheduler",kernel: [PID](cbnMD) over core_pipe_limit,https://access.redhat.com/solutions/2046443,0,1,1,1,cbnmd
test,syslog,3,file system,mmfs: [E] Close connection [ip] [stnfs NODE ID] <c0n[interface ID]>:[1] (Broken pipe). Attempting reconnect.,,0,1,1,1,ADDR stnfs NETIF broken attempting
train,syslog,3,service,"systemd: gdrcopy.service: Control process exited, code=exited status=1",,0,1,1,1,control
train,HPE IML,2,power,"%1 Inadequate power to power on: %2(Enclosure Address %3, Slot %4)",,0,1,1,1,inadequate enclosure address 4
train,DELL LC ,2,cpu,CPU arg1 temperature is less than the lower critical threshold.,,0,1,1,1,ARG
train,DELL LC ,3,"bus, io module, pci",A PCI system error was detected on a component at bus arg1 device arg2 function arg3 .,,0,1,1,1,ARG ARG function ARG
train,DELL LC ,2,storage,Non-bootable diskette detected.,,0,1,1,1,non bootable diskette
train,DELL LC ,3,power,Server failed to power up due to zero power allocated.,,0,1,1,1,up due zero allocated
train,syslog,3,nic,NetworkManager: <error> [LOG ID] manager: (bond[eth ID]) couldn't create the device: Failed to create bond interface 'bond[eth ID]' for 'bond[eth ID]': wrong-type,,0,1,1,1,networkmanager manager bond NETIF couldn t create create bond interface bond NETIF for bond NETIF wrong
train,DELL LC ,2,battery,The coin cell battery in the primary CMC is not working.,,0,1,1,1,primary working
train,syslog,3,os,"dracut: dracut module 'dmraid' will not be installed, because command 'dmraid' could not be found!",,0,1,1,1,dmraid will installed command dmraid could found
train,syslog,3,file system,mmfs: [E] mmcommon: Unexpected error from gpfsInit. Return code: 149,,0,1,1,1,mmcommon unexpected from gpfsinit return 149
train,DELL LC ,3,board,The system performance degraded because cooling capacity has changed.,,0,1,1,1,performance degraded cooling capacity changed
train,syslog,3,"resource management, scheduler",kernel: [PID](python3) over core_pipe_limit,,0,1,1,1,python3
test,DELL LC ,3,"bus, io module, pci","PCIe - PCI device in physical Slot arg1 , PCI Tag arg2 , is present but not responding.",,0,1,1,1,physical ARG tag ARG present but
train,syslog,3,"bus, io module, pci",kernel: : section_type: PCIe error,,0,1,1,1,section
train,syslog,3,service,systemd: nvidia-fabricmanager.service: State 'stop-final-sigterm' timed out. Killing.,,0,1,1,1,fabricmanager state stop final sigterm timed out killing
train,syslog,3,file system,"kernel: LustreError: LOG ID:(statah[kNUM]:[kNUM]:start_statahead_thread()) can't start ll_sa thread, rc: -4",,0,1,1,1,statah NUM NUM statahead thread can t ll sa thread rc 4
train,DELL LC ,2,board,Unable to boot the system because either the backplane signal cable is not installed properly or is damaged.,,0,1,1,1,boot either signal installed properly damaged
train,HPE IML,3,storage,Storage enclosure problem detected,,0,1,1,1,enclosure problem
train,DELL LC ,2,power,The power input for power supply arg1 is outside of range.,,0,1,1,1,input for ARG
train,DELL LC ,2,power,Power supply arg1 is not present.,,0,1,1,1,ARG present
train,syslog,3,storage,kernel: ata1: SATA link down (SStatus 0 SControl 300),,0,1,1,1,ata1 sata sstatus 0 scontrol 300
train,DELL LC ,2,"voltage, current",System level current is less than the lower critical threshold.,,0,1,1,1,level
train,HPE IML,2,battery,"Smart Storage Battery failure (Battery %1,service information: %2)",,0,1,1,1,information
test,DELL LC ,3,storage,Drive arg1 in disk drive bay arg2 is in the failed array.,,0,1,1,1,ARG disk bay ARG
train,HPE IML,3,"bus, io module, pci",Hardware Installation Error: Mezzanine %1 is notcorrectly installed,,0,1,1,1,installation mezzanine notcorrectly installed
train,HPE IML,3,"setting, config","HPE Persistent Memory Configuration Error: Thesystem is populated with incompatible MemoryModule types. %1 (Major Code:%2, MinorCode:%3)",,0,1,1,1,thesystem populated incompatible memorymodule types minorcode
train,syslog,3,service,systemd: gpfs.service: Failed with result 'timeout'.,,0,1,1,1,gpfs timeout
train,syslog,3,file system,mmsysmon: [E] Event raised: The Spectrum Scale service process not running [path] node. Normal operation be done,,0,1,1,1,event spectrum scale running PATH normal operation done
test,DELL LC ,2,battery,The battery on arg1 can no longer recharge.,,0,1,1,1,ARG can longer recharge
train,DELL LC ,3,power,The power supplies are not redundant.,,0,1,1,1,supplies redundant
train,DELL LC ,2,"voltage, current",Chassis power level current is greater than the upper critical threshold.,,0,1,1,1,level greater upper
train,DELL LC ,2,board,The arg1 temperature is less than the lower critical threshold.,,0,1,1,1,ARG
train,DELL LC ,3,storage,Drive arg1 in disk drive bay arg2 is in the critical array.,,0,1,1,1,ARG disk bay ARG
train,DELL LC ,2,"voltage, current",The system board arg1 current is greater than the upper critical threshold.,,0,1,1,1,ARG greater upper
test,syslog,3,"bus, io module, pci","Server_Administrator: [NUM] - Instrumentation Severity: Warning, Category: System Health, MessageID: SYS105, Message: Unable to process the event: A fatal error was detected [path] component at bus [ID] device [ID] function Date and time of event: Sun Feb 6 16:08:00 2022.",,0,1,1,1,administrator NUM instrumentation severity warning category health messageid sys105 message event PATH ID ID function date and time event sun feb 6 16 08 2022
train,DELL LC ,3,cpu,The performance of CPU arg1 is automatically readjusted by Chassis Controller because of unacceptable change in the thermal and power conditions.,,0,1,1,1,performance ARG automatically readjusted by unacceptable change and conditions
train,syslog,3,"bios, firmware, driver","openib[eth ID]: Module mlx5_ib does not exist, skipping...#033[60G[#033[1;31mFAILED#033[0;39m]",,0,1,1,1,openib NETIF mlx5 ib does exist 60g 31mfailed 0
test,HPE IML,3,storage,Drive array recovery needed,,0,1,1,1,recovery needed
train,DELL LC ,2,board,The arg1 sensor has detected an error with a value of arg2 degrees Celsius.,,0,1,1,1,ARG an value ARG degrees celsius
test,DELL LC ,3,memory,All the NVDIMMs are disabled because the value of memory capacity of all the installed NVDIMMs has exceeded the maximum value supported by the processor.,,0,1,1,1,all nvdimms disabled value capacity all installed nvdimms exceeded maximum value supported by
train,syslog,3,file system,mmfs: [E] VERBS RDMA closed connection [ip] ([stnfs NODE ID]) [path] port [NUM] fabnum [NUM] index [IDX]1 [cookie ID] RDMA send error IBV_WC_RETRY_EXC_ERR,,0,1,1,1,verbs rdma closed ADDR stnfs PATH NUM fabnum NUM index NUM ID rdma send ibv wc retry exc err
train,syslog,2,os,kernel: watchdog: BUG: soft lockup - CPU#[CPU NUM] stuck for [SEC]s! [collectl:[NUM],,0,1,1,1,soft lockup NUM stuck for NUM s collectl NUM
test,DELL LC ,3,fan,The communication with arg1 fan arg2 is lost.,,0,1,1,1,communication ARG ARG lost
test,syslog,3,storage,"kernel: nvme nvme0: I/O 11 QID [ID] timeout, completion",,0,1,1,1,nvme nvme0 i o 11 qid ID timeout completion
train,syslog,3,"bus, io module, pci",kernel: pcieport [NUM]:c5:[kNUM]: BAR [NUM]: no space for [io size 0x[kNUM]],,0,1,1,1,pcieport NUM c5 NUM NUM space for NUM
train,DELL LC ,3,nic,Fabric arg1 is down.,,0,1,1,1,fabric ARG
test,DELL LC ,3,cpu,Processor detected a problem while performing an Intel Trusted Execution Technology (TXT) operation.,,0,1,1,1,problem while performing an intel trusted execution technology txt operation
train,syslog,3,"bios, firmware, driver",nv-fabricmanager: fabric manager NVIDIA GPU driver interface version [version] don't match with driver version [version] Please update with matching NVIDIA driver package.,,0,1,1,1,fabricmanager fabric manager driver interface version VERSION don t match driver version VERSION please update matching driver package
train,DELL LC ,3,"bus, io module, pci",The QuickPath Interconnect (QPI) link arg1 of the processor arg2 has a downgraded clock speed or dropped clock because of an initialization error.,,0,1,1,1,quickpath interconnect qpi ARG ARG downgraded clock speed dropped clock an
train,syslog,3,file system,kernel: XFS (md[NUM]:) log mount failed,,0,1,1,1,xfs md NUM
train,syslog,3,service,systemd: LSF.mount: Failed with result 'exit-code'.,,0,1,1,1,lsf
train,DELL LC ,3,storage,Unable to turn on the storage sled controller arg1 in slot arg2 because the arg3 module is not functioning.,,0,1,1,1,turn sled ARG ARG ARG functioning
train,DELL LC ,2,"voltage, current",System level current is outside of range.,,0,1,1,1,level
train,syslog,3,service,gdrcopy: Checking required modules: module nvidia is not loaded,,0,1,1,1,checking required modules loaded
test,DELL LC ,2,board,The arg1 sensor has failed with a value of arg2 degrees Celsius.,,0,1,1,1,ARG value ARG degrees celsius
train,DELL LC ,2,board,The arg1 sensor has failed with value the arg2 degrees Celsius.,,0,1,1,1,ARG value ARG degrees celsius
train,syslog,3,file system,"mmfs: Error=MMFS_PHOENIX, ID=[ID], Tag=[ID]: reason 668 Failure Reason [E] Lost membership in cluster sr06.[sth NODE ID]. Unmounting file systems.",,0,1,1,1,phoenix ID tag ID reason 668 reason lost membership cluster sr06 sth unmounting systems
train,syslog,3,file system,mmsysmon: [E] Event raised: The Spectrum Scale service process is unresponsive [path] node. Normal operation be done,,0,1,1,1,event spectrum scale unresponsive PATH normal operation done
train,HPE IML,2,board,Insufficient server cooling,,0,1,1,1,cooling
train,DELL LC ,3,board,The PERC storage adapter in arg1 is not supported by the installed storage backplane.,,0,1,1,1,perc adapter ARG supported by installed
train,DELL LC ,2,"voltage, current",PSU arg1 reported input over current fault and has been turned off.,,0,1,1,1,psu ARG reported input and been turned off
train,syslog,3,"bios, firmware, driver","openib[eth ID]: Module ib_uverbs belong to kernel-modules which is not a part of MLNX_OFED, skipping...#033[60G[#033[1;31mFAILED#033[0;39m]",,0,1,1,1,openib NETIF ib uverbs belong modules which part mlnx ofed 60g 31mfailed 0
train,HPE IML,3,storage,Logical drives previously failed.,,0,1,1,1,logical drives previously
