text,class,label,train/test,top_attention_words,masked_text_attention
The power supply unit (PSU) arg1 is disabled because of a configuration mismatch and therefore the PSU is not supported on the server.,power,0,train,"['The', 'is', 'and']",power supply unit (PSU) arg1 disabled because of a configuration mismatch therefore PSU not supported on server.
mmfs: [E] Close connection [ip] [stnfs NODE ID] <c0n[interface ID]>:[1] (connection by peer). Attempting reconnect.,file system,0,train,"['Close', 'mmfs:']",[E] connection [ip] [stnfs NODE ID] <c0n[interface ID]>:[1] (connection by peer). Attempting reconnect.
Insufficient space on network share.,"resource management, scheduler",0,test,['Insufficient'],space on network share.
"NVRM: Xid (PCI:0000:84:00): 13, pid=19146, Graphics Exception: ChID 000f, Class 0000b1c0, Offset 000001b4, Data 80000660",gpu,0,train,"['Exception:', 'NVRM:']","Xid (PCI:0000:84:00): 13, pid=19146, Graphics ChID 000f, Class 0000b1c0, Offset 000001b4, Data 80000660"
"kernel: NVRM: Xid (PCI:[device id]): 61, pid=[PIDNUM], [kNUM]([NUM]) [kNUM] [kNUM]",gpu,0,train,['kernel:'],"NVRM: Xid (PCI:[device id]): 61, pid=[PIDNUM], [kNUM]([NUM]) [kNUM] [kNUM]"
kernel: LNetError: LOG ID:(o2iblnd_[kNUM]:[kNUM]:kiblnd_rejected()) [ip]@o2ib[eth ID] rejected: o2iblnd fatal error,file system,0,train,['kernel:'],LNetError: LOG ID:(o2iblnd_[kNUM]:[kNUM]:kiblnd_rejected()) [ip]@o2ib[eth ID] rejected: o2iblnd fatal error
Hard Drive - Drive error detected.,"bios, firmware, driver",0,train,['error'],Hard Drive - Drive detected.
"Server_Administrator: [NUM] - Instrumentation Severity: Critical, Category: System Health, MessageID: TMP504, Message: The System Board Exhaust Temp sensor has detected an error with a value of 1.0 degrees Celsius.",board,0,train,"['has', 'Server_Administrator:', '-']","[NUM] Instrumentation Severity: Critical, Category: System Health, MessageID: TMP504, Message: The System Board Exhaust Temp sensor detected an error with a value of 1.0 degrees Celsius."
"mmfs: [X] connection [ip] [agpu NODE ID] <c0n[interface ID]> refused, authentication",file system,0,train,"['refused,', 'connection']",mmfs: [X] [ip] [agpu NODE ID] <c0n[interface ID]> authentication
kernel: XFS (md[NUM]:) Invalid superblock magic number,file system,0,train,['kernel:'],XFS (md[NUM]:) Invalid superblock magic number
"openib[eth ID]: Module ib_umad does not exist, skipping...#033[60G[#033[1;31mFAILED#033[0;39m]","bios, firmware, driver",0,train,['does'],"openib[eth ID]: Module ib_umad not exist, skipping...#033[60G[#033[1;31mFAILED#033[0;39m]"
kernel: watchdog: BUG: soft lockup - CPU#[CPU NUM] stuck for [SEC]s! [crond:[NUM],os,0,train,"['stuck', 'kernel:']",watchdog: BUG: soft lockup - CPU#[CPU NUM] for [SEC]s! [crond:[NUM]
Chassis Management Controller (CMC) is unable to send power allocation information to the component arg1 - arg2 .,"bmc, management module",0,train,"['is', 'unable']",Chassis Management Controller (CMC) to send power allocation information to the component arg1 - arg2 .
kernel: FAT-fs (sdb): Can't find a valid FAT filesystem,file system,0,train,['kernel:'],FAT-fs (sdb): Can't find a valid FAT filesystem
Quick Path Interconnect (QPI) link initialization error detected.,"bus, io module, pci",0,train,['link'],Quick Path Interconnect (QPI) initialization error detected.
The Coin Cell battery in the front panel is not working.,battery,0,train,"['is', 'not']",The Coin Cell battery in the front panel working.
systemd: Failed to start NVIDIA fabric manager service.,service,0,train,['Failed'],systemd: to start NVIDIA fabric manager service.
systemd: Failed to start General Parallel File System.,service,0,train,['to'],systemd: Failed start General Parallel File System.
An auxiliary power fault issue is detected in the PCIe adapter that was turned on in PCIe slot arg1 .,power,0,test,"['is', 'that']",An auxiliary power fault issue detected in the PCIe adapter was turned on in PCIe slot arg1 .
"A high-severity issue is detected in a component of the bus arg1 , device 0, function arg2 .","bus, io module, pci",0,train,"['is', 'the']","A high-severity issue detected in a component of bus arg1 , device 0, function arg2 ."
Uncorrectable Memory Error,memory,0,test,['Error'],Uncorrectable Memory
CPU arg1 has failed the built-in self-test (BIST).,cpu,0,train,['failed'],CPU arg1 has the built-in self-test (BIST).
The mezzanine card arg1 arg2 voltage is greater than the upper critical threshold.,"voltage, current",0,train,"['is', 'The']",mezzanine card arg1 arg2 voltage greater than upper critical threshold.
"kernel: NVRM: Xid (PCI:[device id]): 79, pid=[PIDNUM], GPU has fallen off the bus.",gpu,0,test,"['has', 'fallen']","kernel: NVRM: Xid (PCI:[device id]): 79, pid=[PIDNUM], GPU off the bus."
Unable to load required BIOS files.,"bios, firmware, driver",0,train,['Unable'],to load required BIOS files.
kernel: ACPI: \_SB_.SCK[kNUM]: Found 2 idle states,"bios, firmware, driver",0,train,['2'],kernel: ACPI: \_SB_.SCK[kNUM]: Found idle states
PSU arg1 reported input under voltage fault and has been turned off.,"voltage, current",0,train,"['under', 'and']",PSU arg1 reported input voltage fault has been turned off.
System BIOS has halted.,"bios, firmware, driver",0,test,['has'],System BIOS halted.
"XID 64 Dynamic Page Retirement: Fatal error, unable to retire page (<address>)",gpu,0,train,"['to', 'Retirement:']","XID 64 Dynamic Page Fatal error, unable retire page (<address>)"
Chassis Management Controller is unable to turn on the iDRAC on server- arg1 because power required is less than available power.,power,0,train,"['is', 'unable']",Chassis Management Controller to turn on the iDRAC on server- arg1 because power required less than available power.
kernel: LNetError: [kNUM]: Error [kNUM] starting up LNI o2ib,file system,0,train,['starting'],kernel: LNetError: [kNUM]: Error [kNUM] up LNI o2ib
"kernel: NVRM: Xid (PCI:[device id]): 95, pid=[PIDNUM], Uncontained: DED CBC ([NUM]x10,[ADDR]). RST: Yes, D-RST: No",gpu,0,train,"['kernel:', '95,']","NVRM: Xid (PCI:[device id]): pid=[PIDNUM], Uncontained: DED CBC ([NUM]x10,[ADDR]). RST: Yes, D-RST: No"
"A high-severity issue is detected in the SSD bay arg1 , Slot arg2 .",storage,0,test,"['is', 'bay']","A high-severity issue detected in the SSD arg1 , Slot arg2 ."
The Mezz card 2 FRU for the server arg1 is not functioning.,"bus, io module, pci",0,train,"['is', 'The']",Mezz card 2 FRU for server arg1 not functioning.
kernel: pcieport [NUM]:a4:[kNUM]: Slot([NUM]:) Link Down,"bus, io module, pci",0,test,['kernel:'],pcieport [NUM]:a4:[kNUM]: Slot([NUM]:) Link Down
"kernel: NVRM: Xid (PCI:[device id]): 74, pid=[PIDNUM], NVLink MINION: link 0 interrupts disabled due to fatal MINION error: INTR_CODE = [ADDR], SUBCODE = [ADDR]",gpu,0,train,"['kernel:', 'Xid', 'error:']","NVRM: (PCI:[device id]): 74, pid=[PIDNUM], NVLink MINION: link 0 interrupts disabled due to fatal MINION INTR_CODE = [ADDR], SUBCODE = [ADDR]"
"NVRM: Xid (PCI:0000:01:00): 95, pid=7062, Uncontained: LTC TAG (0x2,0x0). RST: Yes, D-RST: No",gpu,0,train,"['NVRM:', 'Xid']","(PCI:0000:01:00): 95, pid=7062, Uncontained: LTC TAG (0x2,0x0). RST: Yes, D-RST: No"
kernel: XFS (md[NUM]:) SB validate failed with error -5.,file system,0,train,['kernel:'],XFS (md[NUM]:) SB validate failed with error -5.
"kernel: NVRM: Xid (PCI:[device id]): 31, pid=[PIDNUM], Ch [kNUM], intr [kNUM] MMU Fault: ENGINE GRAPHICS GPCCLIENT_T1_0 faulted @ 0x[kNUM]_[kNUM] Fault is of type FAULT_PDE  access_TYPE_VIRT_ATOMIC",gpu,0,train,"['kernel:', 'is', 'Fault:']","NVRM: Xid (PCI:[device id]): 31, pid=[PIDNUM], Ch [kNUM], intr [kNUM] MMU ENGINE GRAPHICS GPCCLIENT_T1_0 faulted @ 0x[kNUM]_[kNUM] Fault of type FAULT_PDE access_TYPE_VIRT_ATOMIC"
"NVRM: Xid (PCI:0000:84:00): 13, pid=1238, Graphics SM Warp Exception on (GPC 1, TPC 1): Out Of Range Address",gpu,0,train,"['Exception', 'on']","NVRM: Xid (PCI:0000:84:00): 13, pid=1238, Graphics SM Warp (GPC 1, TPC 1): Out Of Range Address"
CPU Exception Type 0x07: Math Coprocessor Not Available (Hardware).,cpu,0,train,['Exception'],CPU Type 0x07: Math Coprocessor Not Available (Hardware).
CPU Exception Type 0x0E: Page Fault (Software).,"user, APP",0,train,['Exception'],CPU Type 0x0E: Page Fault (Software).
"Server_Administrator: [NUM] - Instrumentation Severity: Critical, Category: System Health, MessageID: RDU0002, Message: Fan redundancy is lost.",fan,0,test,"['is', '-']","Server_Administrator: [NUM] Instrumentation Severity: Critical, Category: System Health, MessageID: RDU0002, Message: Fan redundancy lost."
The power supply unit (PSU) arg1 is disabled because of a mismatch in the input voltage and therefore the PSU is not supported on the server.,power,0,test,"['The', 'is', 'and']",power supply unit (PSU) arg1 disabled because of a mismatch in input voltage therefore PSU not supported on server.
abrtd: Marking '[path][ip]-[TIMESTAMP].new' not reportable (no 'count' item),file system,0,train,['not'],abrtd: Marking '[path][ip]-[TIMESTAMP].new' reportable (no 'count' item)
"kernel: NVRM: Xid (PCI:[device id]): 74, pid=[PIDNUM], NVLink: Failed to train link 0 to remote PCI:[device id]",gpu,0,train,"['Failed', 'kernel:']","NVRM: Xid (PCI:[device id]): 74, pid=[PIDNUM], NVLink: to train link 0 to remote PCI:[device id]"
A power fault issue is detected in the PCIe adapter that was turned on in PCIe slot arg1 .,power,0,train,"['is', 'detected']",A power fault issue in the PCIe adapter that was turned on in PCIe slot arg1 .
Memory device at location arg1 failed to power off.,memory,0,train,['failed'],Memory device at location arg1 to power off.
An error occurred during Scalable Memory Interconnect (SMI) initialization on memory riser arg1 .,memory,0,train,"['occurred', 'error']",An during Scalable Memory Interconnect (SMI) initialization on memory riser arg1 .
arg1 RPM is greater than the upper critical threshold.,fan,0,train,['is'],arg1 RPM greater than the upper critical threshold.
The control panel temperature is outside of range.,board,0,test,['is'],The control panel temperature outside of range.
PCIe downtrain is detected on arg1 . Expected link width: arg2 Actual link width: arg3 .,"bus, io module, pci",0,train,"['is', 'detected']",PCIe downtrain on arg1 . Expected link width: arg2 Actual link width: arg3 .
NVDIMM Error: Persistent Memory AddressRange Scrub error threshold exceeded onProcessor %1,memory,0,train,"['exceeded', 'Error:']",NVDIMM Persistent Memory AddressRange Scrub error threshold onProcessor %1
The network link connection status of InfiniBand in Slot 2. port 1. is unavailable (down),nic,0,test,"['is', 'The']",network link connection status of InfiniBand in Slot 2. port 1. unavailable (down)
Memory - Memory error detect.,memory,0,train,['error'],Memory - Memory detect.
Fabric mismatch is detected in the I/O Module arg1 .,"bus, io module, pci",0,train,['is'],Fabric mismatch detected in the I/O Module arg1 .
mount: mount.nfs: Connection out,file system,0,train,['out'],mount: mount.nfs: Connection
"mmfs: [E] sdrServ: Communication [path] 107 (<none>)[path], [err 79] Can not access a needed shared library",file system,0,train,"['not', 'mmfs:']","[E] sdrServ: Communication [path] 107 (<none>)[path], [err 79] Can access a needed shared library"
The BIOS watchdog timer reset the system.,"bios, firmware, driver",0,train,['The'],BIOS watchdog timer reset system.
kernel: LNetError: LOG ID:(o2iblnd.c:[kNUM]:kiblnd_dev_failover()) Failed to bind ens[eth ID]:[ip] to device([NUM]b[NUM]:) -19,file system,0,train,"['kernel:', 'LNetError:']",LOG ID:(o2iblnd.c:[kNUM]:kiblnd_dev_failover()) Failed to bind ens[eth ID]:[ip] to device([NUM]b[NUM]:) -19
mmfs: [E] Close connection [ip] [agpu NODE ID] <c0n[interface ID]> (connection out). Attempting reconnect.,file system,0,train,"['out).', 'mmfs:']",[E] Close connection [ip] [agpu NODE ID] <c0n[interface ID]> (connection Attempting reconnect.
The system performance degraded because of user-defined power capacity has changed.,power,0,test,"['degraded', 'of']",The system performance because user-defined power capacity has changed.
NVDIMM Error - NVDIMMs cannot be initializeddue to internal error (Code : %1). NVDIMMfunctionality might be impacted,memory,0,test,"['cannot', '-']",NVDIMM Error NVDIMMs be initializeddue to internal error (Code : %1). NVDIMMfunctionality might be impacted
"DIMM Initialization Error - Processor %1 Channel%2. The identified memory channel could not beproperly trained and has been mapped out.(Major Code:%3, Minor Code:%4).",memory,0,train,"['Error', 'Processor', 'could']","DIMM Initialization - %1 Channel%2. The identified memory channel not beproperly trained and has been mapped out.(Major Code:%3, Minor Code:%4)."
mmfs: [E] Remote host [ip] [agpu NODE ID] <c0n[interface ID]> refused connection IP address [ip] was not in node list file,file system,0,train,"['was', 'not']",mmfs: [E] Remote host [ip] [agpu NODE ID] <c0n[interface ID]> refused connection IP address [ip] in node list file
mmfs: [E] Connection [ip] timed out,file system,0,test,['Connection'],mmfs: [E] [ip] timed out
Chassis Management Controller is unable to turn on server- arg1 because PSU redundancy is lost and the available power is insufficient.,power,0,train,"['because', 'to']",Chassis Management Controller is unable turn on server- arg1 PSU redundancy is lost and the available power is insufficient.
nv-fabricmanager: detected NVSwitch fatal error 20034 [path] 0 [path] pci bus id [ID]:A9:00.0 physical id [ID] port [NUM],switch,0,train,"['detected', 'error']",nv-fabricmanager: NVSwitch fatal 20034 [path] 0 [path] pci bus id [ID]:A9:00.0 physical id [ID] port [NUM]
mmfs: [E] Close connection [ip] [vngpuc NODE ID] <c0n[interface ID]>:[0] (Broken pipe). Attempting reconnect.,file system,0,train,"['connection', 'mmfs:']",[E] Close [ip] [vngpuc NODE ID] <c0n[interface ID]>:[0] (Broken pipe). Attempting reconnect.
Power supply redundancy is lost.,power,0,train,['is'],Power supply redundancy lost.
CPU arg1 : arg2 exception occurred.,cpu,0,train,['exception'],CPU arg1 : arg2 occurred.
"mmfs: [E] Timeout executing mmQuorumLossExit command ""[path]"" args ""[path] mmquorumlossexit sr06.[sth NODE ID] "" with delay 104.857500 secs, num read status 20",file system,0,train,"['executing', 'with', 'command']","mmfs: [E] Timeout mmQuorumLossExit ""[path]"" args ""[path] mmquorumlossexit sr06.[sth NODE ID] "" delay 104.857500 secs, num read status 20"
kernel: pci [pci id] BAR [NUM]: no space for [mem size 0x[kNUM] 64bit pref],os,0,train,"['for', 'kernel:']",pci [pci id] BAR [NUM]: no space [mem size 0x[kNUM] 64bit pref]
The system board arg1 voltage is greater than the upper critical threshold.,"voltage, current",0,test,"['is', 'The']",system board arg1 voltage greater than upper critical threshold.
A PCI parity error was detected on a component at slot arg1 .,"bus, io module, pci",0,train,"['was', 'detected']",A PCI parity error on a component at slot arg1 .
Memory device at location arg1 is disabled.,memory,0,train,['is'],Memory device at location arg1 disabled.
The IO Module in slot arg1 is not responding to data requests due to communication error.,"bus, io module, pci",0,train,"['is', 'The']",IO Module in slot arg1 not responding to data requests due to communication error.
root: nv_peer_mem: Error: the following required module is not loaded: nvidia,"bios, firmware, driver",0,train,"['is', 'loaded:']",root: nv_peer_mem: Error: the following required module not nvidia
Unsupported processor(s) are installed.,cpu,0,train,['are'],Unsupported processor(s) installed.
kernel: watchdog: BUG: soft lockup - CPU#[CPU NUM] stuck for [SEC]s! [systemd:[NUM],os,0,test,"['stuck', 'kernel:']",watchdog: BUG: soft lockup - CPU#[CPU NUM] for [SEC]s! [systemd:[NUM]
Inlet temperature is above critical level for extended duration.,board,0,train,['is'],Inlet temperature above critical level for extended duration.
Processor module arg1 voltage is outside of range.,"voltage, current",0,train,['is'],Processor module arg1 voltage outside of range.
Fan arg1 RPM is greater than the upper critical threshold.,fan,0,train,['is'],Fan arg1 RPM greater than the upper critical threshold.
Multi-bit memory errors detected on a memory device at location(s) arg1 .,memory,0,train,"['errors', 'detected']",Multi-bit memory on a memory device at location(s) arg1 .
Data failed to load from the NVDIMM to volatilememory,memory,0,train,['failed'],Data to load from the NVDIMM to volatilememory
kernel: nvme nvme1: Removing after probe failure status: -19,storage,0,train,['probe'],kernel: nvme nvme1: Removing after failure status: -19
kernel: XFS (md[NUM]:) Log inconsistent (didn't find previous h[kNUM]r),file system,0,train,['kernel:'],XFS (md[NUM]:) Log inconsistent (didn't find previous h[kNUM]r)
systemd: gpfs.service: Failed with result 'exit-code'.,service,0,train,['Failed'],systemd: gpfs.service: with result 'exit-code'.
The input power supply is not available.,power,0,test,['The'],input power supply is not available.
A read error occurred on the Flash Media in Slot%1 of a USB storage device attached to thesystem,storage,0,test,"['occurred', 'read']",A error on the Flash Media in Slot%1 of a USB storage device attached to thesystem
kernel: NVRM: No NVIDIA devices probed,gpu,0,train,['No'],kernel: NVRM: NVIDIA devices probed
"dracut: dracut module 'ifcfg' will not be installed, because it's in the list to be omitted!",os,0,train,"['will', 'not']","dracut: dracut module 'ifcfg' be installed, because it's in the list to be omitted!"
Failed to program virtual MAC address on a component at bus arg1 device arg2 function arg3 .,"bios, firmware, driver",0,train,"['to', 'Failed']",program virtual MAC address on a component at bus arg1 device arg2 function arg3 .
kernel: smpboot: CPU [CPU NUM] Converting physical 0 to logical die 1,cpu,0,train,"['die', 'kernel:']",smpboot: CPU [CPU NUM] Converting physical 0 to logical 1
MRC fatal error.,"setting, config",0,train,['error.'],MRC fatal
Drive Type 7 Signals 5 Bus 207 is Invalid NVMe Drive Port 4B Box 1 Bay 4,storage,0,train,"['is', 'Signals']",Drive Type 7 5 Bus 207 Invalid NVMe Drive Port 4B Box 1 Bay 4
The system board arg1 voltage is outside of range.,"voltage, current",0,train,['is'],The system board arg1 voltage outside of range.
"gdm: GdmDisplay: session registered, failing",os,0,train,['failing'],"gdm: GdmDisplay: session registered,"
"mmfs: [E] sdrServ: Communication [path] 120 (<none>)[path], [err 79] Can not access a needed shared library",file system,0,train,"['not', 'mmfs:']","[E] sdrServ: Communication [path] 120 (<none>)[path], [err 79] Can access a needed shared library"
kernel: BUG: Bad rss-counter state mm:[kNUM] idx:0 val:-1,os,0,train,['state'],kernel: BUG: Bad rss-counter mm:[kNUM] idx:0 val:-1
"Smart Storage Energy Pack discharged to belowminimum voltage, resulting in the inability of theenergy pack to recharge properly (Energy Pack%1, service information: 0x05)",battery,0,train,"['discharged', 'to', 'inability']","Smart Storage Energy Pack belowminimum voltage, resulting in the of theenergy pack recharge properly (Energy Pack%1, service information: 0x05)"
nvidia-persistenced: Failed to open libnvidia-cfg.so.([NUM]): libnvidia-cfg.so.([NUM]): cannot open shared object file: No such file or directory,"framework, library",0,train,"['cannot', 'Failed']",nvidia-persistenced: to open libnvidia-cfg.so.([NUM]): libnvidia-cfg.so.([NUM]): open shared object file: No such file or directory
Power Supply arg1 : CRC error detected.,power,0,train,[':'],Power Supply arg1 CRC error detected.
"openib[eth ID]: Module ib_uverbs does not exist, skipping...#033[60G[#033[1;31mFAILED#033[0;39m]","bios, firmware, driver",0,train,['does'],"openib[eth ID]: Module ib_uverbs not exist, skipping...#033[60G[#033[1;31mFAILED#033[0;39m]"
Cannot communicate with power supply arg1 .,power,0,test,['communicate'],Cannot with power supply arg1 .
"kernel: nvidia-nvswitch1: SXid (PCI:[device id]): 10003, Fatal, unhandled interrupt",switch,0,test,['kernel:'],"nvidia-nvswitch1: SXid (PCI:[device id]): 10003, Fatal, unhandled interrupt"
Correctable Memory Error Threshold Exceeded (Processor 2. DIMM 1),memory,0,train,['Error'],Correctable Memory Threshold Exceeded (Processor 2. DIMM 1)
"Server_Administrator: [NUM] - Instrumentation Severity: Critical, Category: System Health, MessageID: FAN0026, Message: The System Board Fan10A sensor detected an error with a value of 0 RPM.",fan,0,train,"['Server_Administrator:', 'Board', '-']","[NUM] Instrumentation Severity: Critical, Category: System Health, MessageID: FAN0026, Message: The System Fan10A sensor detected an error with a value of 0 RPM."
Memory device at location arg1 is in a degraded state.,memory,0,train,['is'],Memory device at location arg1 in a degraded state.
"kernel: LustreError: LOG ID:(osc_request.c:[kNUM]:brw_interpret()) lsr05-OST[kNUM]osc-[ID]: too many resent retries for object: 0:[kNUM], rc = [kNUM]",file system,0,test,"['kernel:', 'LustreError:']","LOG ID:(osc_request.c:[kNUM]:brw_interpret()) lsr05-OST[kNUM]osc-[ID]: too many resent retries for object: 0:[kNUM], rc = [kNUM]"
Enclosure induced event (enclosure power loss),storage,0,train,['event'],Enclosure induced (enclosure power loss)
"Server_Administrator: [NUM] - Instrumentation Severity: Critical, Category: System Health, MessageID: VLT404, Message: The System Board PDB_VRD_PG_ALL sensor detected an error with a value of Bad Volts.","voltage, current",0,train,"['Board', 'Server_Administrator:', '-']","[NUM] Instrumentation Severity: Critical, Category: System Health, MessageID: VLT404, Message: The System PDB_VRD_PG_ALL sensor detected an error with a value of Bad Volts."
Disk drive bay temperature is greater than the upper critical threshold.,storage,0,test,"['is', 'drive']",Disk bay temperature greater than the upper critical threshold.
"kernel: NVRM: Xid (PCI:[device id]): 31, pid=[PIDNUM], Ch [kNUM], intr [kNUM] MMU Fault: ENGINE GRAPHICS GPCCLIENT_T1_0 faulted @ 0x[kNUM]_[kNUM] Fault is of type FAULT_PDE  access_TYPE_VIRT_WRITE",gpu,0,train,"['kernel:', 'is', 'Fault:']","NVRM: Xid (PCI:[device id]): 31, pid=[PIDNUM], Ch [kNUM], intr [kNUM] MMU ENGINE GRAPHICS GPCCLIENT_T1_0 faulted @ 0x[kNUM]_[kNUM] Fault of type FAULT_PDE access_TYPE_VIRT_WRITE"
System power fault detected (XR: %1 %2 MID:%3),power,0,train,['detected'],System power fault (XR: %1 %2 MID:%3)
"CMC rebooted, because the power configuration data could not be accessed.","bmc, management module",0,train,"['because', 'could']","CMC rebooted, the power configuration data not be accessed."
"openib[eth ID]: Module rdma_ucm belong to kernel-modules which is not a part of MLNX_OFED, skipping...#033[60G[#033[1;31mFAILED#033[0;39m]","bios, firmware, driver",0,train,"['belong', 'Module']","openib[eth ID]: rdma_ucm to kernel-modules which is not a part of MLNX_OFED, skipping...#033[60G[#033[1;31mFAILED#033[0;39m]"
"kernel: NVRM: Xid (PCI:[device id]): 95, pid=[PIDNUM], Ch [kNUM]",gpu,0,train,['kernel:'],"NVRM: Xid (PCI:[device id]): 95, pid=[PIDNUM], Ch [kNUM]"
One of the I2C sensor is not responding or is not working properly. The status of Sensor health is critical.,board,0,train,"['One', 'or']",of the I2C sensor is not responding is not working properly. The status of Sensor health is critical.
I/O module arg1 failed to boot.,"bus, io module, pci",0,train,['failed'],I/O module arg1 to boot.
mmfs: [E] Remote host [ip] [vngpuc NODE ID] <c0n[interface ID]> refused connection IP address [ip] was not in node list file,file system,0,train,"['was', 'not']",mmfs: [E] Remote host [ip] [vngpuc NODE ID] <c0n[interface ID]> refused connection IP address [ip] in node list file
"NVRM: Xid (PCI:0000:84:00): 13, pid=1238, Graphics Exception: ESR 0x50d648=0xd000f 0x50d650=0x0 0x50d644=0xd3eff2 0x50d64c=0x7f",gpu,0,test,"['Exception:', 'Xid']","NVRM: (PCI:0000:84:00): 13, pid=1238, Graphics ESR 0x50d648=0xd000f 0x50d650=0x0 0x50d644=0xd3eff2 0x50d64c=0x7f"
The sled arg1 arg2 temperature is greater than the upper critical threshold temperature.,board,0,train,"['The', 'is']",sled arg1 arg2 temperature greater than upper critical threshold temperature.
Drive array cache module error,storage,0,train,['error'],Drive array cache module
"Server_Administrator: [NUM] - Instrumentation Severity: Critical, Category: System Health, MessageID: VLT404, Message: The System Board PS2 PG FAIL sensor detected an error with a value of Bad Volts.","voltage, current",0,test,"['Board', 'Server_Administrator:', '-']","[NUM] Instrumentation Severity: Critical, Category: System Health, MessageID: VLT404, Message: The System PS2 PG FAIL sensor detected an error with a value of Bad Volts."
"NVRM: Xid (0000:08:00): 58, Edc 00000003",gpu,0,train,"['58,']",NVRM: Xid (0000:08:00): Edc 00000003
Errors detected on drives during previous rebuildor background surface analysis scan.,storage,0,train,"['Errors', 'drives']",detected on during previous rebuildor background surface analysis scan.
Server Critical Fault (Service Information: Standby Fault. GPU Board/Modules. GPU Board VRD (01h)),gpu,0,train,"['Critical', 'Fault']",Server (Service Information: Standby Fault. GPU Board/Modules. GPU Board VRD (01h))
systemd: libvirtd-admin.socket: Failed with result 'service-start-limit-hit'.,service,0,test,['Failed'],systemd: libvirtd-admin.socket: with result 'service-start-limit-hit'.
kernel: LustreError: LOG ID:(obd_mount.c:[kNUM]:lustre_fill_super()) Unable to mount (-19),file system,0,train,['to'],kernel: LustreError: LOG ID:(obd_mount.c:[kNUM]:lustre_fill_super()) Unable mount (-19)
The active Chassis Management Controller is no longer connected to an external network.,nic,0,train,"['is', 'The']",active Chassis Management Controller no longer connected to an external network.
"kernel: blk_update_request: I/O error, dev nvme1n1, sector [NUM] op [ADDR]:(WRITE) flags 0x[kNUM] phys_seg [NUM] prio class 0",storage,0,train,"['sector', 'kernel:']","blk_update_request: I/O error, dev nvme1n1, [NUM] op [ADDR]:(WRITE) flags 0x[kNUM] phys_seg [NUM] prio class 0"
Backplane arg1 power cable disconnected.,board,0,train,['disconnected.'],Backplane arg1 power cable
Chassis Management Controller turned off the Server arg1 because of insufficient power at inventory.,power,0,train,"['turned', 'of']",Chassis Management Controller off the Server arg1 because insufficient power at inventory.
abrtd: Marking '[path][ip]-[TIMESTAMP]_checked' not reportable (no 'count' item),file system,0,train,['not'],abrtd: Marking '[path][ip]-[TIMESTAMP]_checked' reportable (no 'count' item)
kernel: XFS (md[NUM]:) Log I/O Error Detected. Shutting down filesystem,file system,0,train,['kernel:'],XFS (md[NUM]:) Log I/O Error Detected. Shutting down filesystem
The health status of network fabric arg1 having fabric ID as arg2 is in Critical condition.,nic,0,train,"['is', 'having']",The health status of network fabric arg1 fabric ID as arg2 in Critical condition.
"kernel: LustreError: LOG ID:(lmv_o[kNUM]:[kNUM]:lmv_fid_alloc()) Can't alloc new fid, rc -19",file system,0,test,"['fid,']",kernel: LustreError: LOG ID:(lmv_o[kNUM]:[kNUM]:lmv_fid_alloc()) Can't alloc new rc -19
systemd: Failed to start NVIDIA Persistence Daemon.,service,0,test,['to'],systemd: Failed start NVIDIA Persistence Daemon.
The power supply unit (PSU) arg1 is disabled because of a capacity mismatch and therefore the PSU is not supported on the server.,power,0,train,"['The', 'is', 'and']",power supply unit (PSU) arg1 disabled because of a capacity mismatch therefore PSU not supported on server.
Bad block replacement error on arg1 .,storage,0,train,['Bad'],block replacement error on arg1 .
"systemd: LSF.mount: Mount process exited, code=exited status=32",service,0,train,['systemd:'],"LSF.mount: Mount process exited, code=exited status=32"
DIMM Initialization Error: Processor %1 DIMM%2,memory,0,train,['Processor'],DIMM Initialization Error: %1 DIMM%2
Slot %1 Smart Array: The following logical drivesare failed: %2.,storage,0,train,['drivesare'],Slot %1 Smart Array: The following logical failed: %2.
"Server_Administrator: [NUM] - Instrumentation Severity: Warning, Category: System Health, MessageID: SYS105, Message: Unable to process the event: A problem was detected related to the previous server boot. Date and time of event: Sat Apr 23 06:56:14 2022.","bios, firmware, driver",0,train,"['Server_Administrator:', '-', 'Warning,', 'boot.']","[NUM] Instrumentation Severity: Category: System Health, MessageID: SYS105, Message: Unable to process the event: A problem was detected related to the previous server Date and time of event: Sat Apr 23 06:56:14 2022."
"kernel: NVRM: Xid (PCI:[device id]): 62, pid=[PIDNUM], [kNUM]([kNUM]) [kNUM] [kNUM]",gpu,0,train,['kernel:'],"NVRM: Xid (PCI:[device id]): 62, pid=[PIDNUM], [kNUM]([kNUM]) [kNUM] [kNUM]"
mmfs: [E] Close connection [ip] [sth NODE ID] <c0n[interface ID]>:[1] (connection by peer). Attempting reconnect.,file system,0,test,"['mmfs:', 'Attempting']",[E] Close connection [ip] [sth NODE ID] <c0n[interface ID]>:[1] (connection by peer). reconnect.
"kernel: Buffer I/O error on dev sdb1, logical block 124, lost async page write",storage,0,train,"['error', 'write']","kernel: Buffer I/O on dev sdb1, logical block 124, lost async page"
An output over current fault detected on power supply arg1 .,"voltage, current",0,train,"['An', 'detected']",output over current fault on power supply arg1 .
Power supply or power backplane detection error,power,0,train,['or'],Power supply power backplane detection error
